Surface,Normalized,Reading,Dictionary,POS1,POS2,POS3,POS4,Conj_Type,Conj,OOV,B_Split,A_Split
Information,インフォメーション,インフォメーション,INFORMATION,名詞,普通名詞,一般,*,*,*,False,*,*
Security Policy,security policy,security policy,security policy,名詞,普通名詞,一般,*,*,*,False,*,*
|,|,キゴウ,|,補助記号,一般,*,*,*,*,False,*,*
COMPANY,カンパニー,カンパニー,Company,名詞,普通名詞,一般,*,*,*,False,*,*
|,|,キゴウ,|,補助記号,一般,*,*,*,*,False,*,*
SEKISUI HOUSE,積水ハウス,セキスイハウス,sekisui house,名詞,固有名詞,一般,*,*,*,False,*,*
この,此の,コノ,この,連体詞,*,*,*,*,*,False,*,*
ページ,ページ,ページ,ページ,名詞,普通名詞,助数詞可能,*,*,*,False,*,*
javascript,JavaScript,ジャバスクリプト,JavaScript,名詞,固有名詞,一般,*,*,*,False,*,*
使用,使用,シヨウ,使用,名詞,普通名詞,サ変可能,*,*,*,False,*,*
し,為る,シ,する,動詞,非自立可能,*,*,サ行変格,連用形-一般,False,*,*
い,居る,イ,いる,動詞,非自立可能,*,*,上一段-ア行,連用形-一般,False,*,*
。,。,。,。,補助記号,句点,*,*,*,*,False,*,*
CORPORATE,コーポレート,コーポレート,corporate,名詞,普通名詞,一般,*,*,*,False,*,*
SITE,サイト,サイト,site,名詞,普通名詞,一般,*,*,*,False,*,*
お,御,オ,お,接頭辞,*,*,*,*,*,False,*,*
近く,近く,チカク,近く,名詞,普通名詞,副詞可能,*,*,*,False,*,*
積水ハウス,積水ハウス,セキスイハウス,積水ハウス,名詞,固有名詞,一般,*,*,*,False,積水-ハウス,積水-ハウス
JAPANESE,ジャパニーズ,ジャパニーズ,Japanese,名詞,普通名詞,一般,*,*,*,False,*,*
JP,JP,ジェーピー,JP,名詞,普通名詞,一般,*,*,*,False,*,*
CONTACT,コンタクト,コンタクト,contact,名詞,普通名詞,一般,*,*,*,False,*,*
CORPORATE,コーポレート,コーポレート,corporate,名詞,普通名詞,一般,*,*,*,False,*,*
INFORMATION,インフォメーション,インフォメーション,INFORMATION,名詞,普通名詞,一般,*,*,*,False,*,*
INVESTOR RELATIONS,investor relations,investor relations,investor relations,名詞,普通名詞,一般,*,*,*,False,*,*
ESG,ESG,イーエスジー,ESG,名詞,固有名詞,人名,一般,*,*,False,*,*
Management,マネージメント,マネージメント,MANAGEMENT,名詞,普通名詞,一般,*,*,*,False,*,*
NEWS RELEASE,ニュースリリース,ニュースリリース,news release,名詞,普通名詞,一般,*,*,*,False,*,*
Business,ビジネス,ビジネス,Business,名詞,普通名詞,一般,*,*,*,False,*,*
Outline,アウトライン,アウトライン,Outline,名詞,普通名詞,一般,*,*,*,False,*,*
Corporate,コーポレート,コーポレート,corporate,名詞,普通名詞,一般,*,*,*,False,*,*
Philosophy,フィロソフィー,フィロソフィー,philosophy,名詞,普通名詞,一般,*,*,*,False,*,*
＆,&,アンド,&,補助記号,一般,*,*,*,*,False,*,*
Ethics,エシックス,エシックス,ethics,名詞,普通名詞,一般,*,*,*,False,*,*
Guidelines,guidelines,guidelines,guidelines,名詞,普通名詞,一般,*,*,*,True,*,*
＆,&,アンド,&,補助記号,一般,*,*,*,*,False,*,*
Human,ヒューマン,ヒューマン,Human,名詞,普通名詞,形状詞可能,*,*,*,False,*,*
Rights,rights,rights,rights,名詞,普通名詞,一般,*,*,*,True,*,*
Policy,ポリシー,ポリシー,Policy,名詞,普通名詞,一般,*,*,*,False,*,*
Corporate,コーポレート,コーポレート,corporate,名詞,普通名詞,一般,*,*,*,False,*,*
Profile,PROFILE,profile,PROFILE,名詞,普通名詞,一般,*,*,*,False,*,*
Board,ボード,ボード,board,名詞,普通名詞,一般,*,*,*,False,*,*
of,オブ,オブ,of,名詞,普通名詞,一般,*,*,*,False,*,*
Management,マネージメント,マネージメント,MANAGEMENT,名詞,普通名詞,一般,*,*,*,False,*,*
Organization,オーガニゼーション,オーガニゼーション,Organization,名詞,普通名詞,一般,*,*,*,False,*,*
Corporate Governance,corporate governance,corporate governance,corporate governance,名詞,普通名詞,一般,*,*,*,False,*,*
Corporate,コーポレート,コーポレート,corporate,名詞,普通名詞,一般,*,*,*,False,*,*
History,ヒストリー,ヒストリー,History,名詞,普通名詞,一般,*,*,*,False,*,*
Diversity,ダイバーシティー,ダイバーシティー,diversity,名詞,普通名詞,一般,*,*,*,False,*,*
&,&,アンド,&,補助記号,一般,*,*,*,*,False,*,*
Inclusion,inclusion,inclusion,inclusion,名詞,普通名詞,一般,*,*,*,True,*,*
Management,マネージメント,マネージメント,MANAGEMENT,名詞,普通名詞,一般,*,*,*,False,*,*
',＇,キゴウ,＇,補助記号,一般,*,*,*,*,False,*,*
s,s,s,s,名詞,普通名詞,一般,*,*,*,True,*,*
Message,メッセージ,メッセージ,Message,名詞,普通名詞,一般,*,*,*,False,*,*
IR,IR,アイアール,Ir,名詞,普通名詞,一般,*,*,*,False,*,*
Topics,トピックス,トピックス,TOPICS,名詞,普通名詞,一般,*,*,*,False,*,*
Management,マネージメント,マネージメント,MANAGEMENT,名詞,普通名詞,一般,*,*,*,False,*,*
Plan,プラン,プラン,PLAN,名詞,普通名詞,一般,*,*,*,False,*,*
Monthly,マンスリー,マンスリー,monthly,名詞,普通名詞,一般,*,*,*,False,*,*
Orders,orders,orders,orders,名詞,普通名詞,一般,*,*,*,True,*,*
Financial,ファイナンシャル,ファイナンシャル,Financial,名詞,普通名詞,一般,*,*,*,False,*,*
Highlights,highlights,highlights,highlights,名詞,普通名詞,一般,*,*,*,True,*,*
IR,IR,アイアール,Ir,名詞,普通名詞,一般,*,*,*,False,*,*
Library,ライブラリー,ライブラリー,Library,名詞,普通名詞,一般,*,*,*,False,*,*
Value,バリュー,バリュー,Value,名詞,普通名詞,一般,*,*,*,False,*,*
Report,レポート,レポート,REPORT,名詞,普通名詞,サ変可能,*,*,*,False,*,*
2023,2023,ニレイニサン,2023,名詞,数詞,*,*,*,*,True,*,*
（,(,キゴウ,(,補助記号,括弧開,*,*,*,*,False,*,*
Integrated,integrated,integrated,integrated,名詞,普通名詞,一般,*,*,*,True,*,*
Reports,reports,reports,reports,名詞,普通名詞,一般,*,*,*,True,*,*
