surface,normalized,dictionary,POS
中国,中国,中国,ns
太平,太平,太平,ns
保险,保险,保险,n
集团,集团,集团,n
官网,官网,官网,n
平台,平台,平台,n
用户,用户,用户,n
隐私,隐私,隐私,b
政策,政策,政策,n
 , , ,x
中国,中国,中国,ns
太平,太平,太平,ns
保险,保险,保险,n
集团,集团,集团,n
有限责任,有限责任,有限责任,l
公司,公司,公司,n
称,称,称,v
中国,中国,中国,ns
太平,太平,太平,ns
尊重,尊重,尊重,a
保护,保护,保护,v
一位,一位,一位,m
用户,用户,用户,n
个人信息,个人信息,个人信息,n
隐私,隐私,隐私,b
政策,政策,政策,n
简称,简称,简称,v
政策,政策,政策,n
中国,中国,中国,ns
太平,太平,太平,ns
互联网,互联网,互联网,n
平台,平台,平台,n
简称,简称,简称,v
平台,平台,平台,n
收集,收集,收集,v
存储,存储,存储,j
共享,共享,共享,v
用户,用户,用户,n
简称,简称,简称,v
个人信息,个人信息,个人信息,n
中国,中国,中国,ns
太平,太平,太平,ns
互联网,互联网,互联网,n
平台,平台,平台,n
包含,包含,包含,v
官网,官网,官网,n
网站,网站,网站,n
地址,地址,地址,n
 , , ,x
www,www,www,eng
.,.,.,m
cntaiping,cntaiping,cntaiping,eng
.,.,.,m
com,com,com,eng
手机,手机,手机,n
官网,官网,官网,n
网站,网站,网站,n
地址,地址,地址,n
m,m,m,eng
.,.,.,m
cntaiping,cntaiping,cntaiping,eng
.,.,.,m
com,com,com,eng
太平,太平,太平,ns
通,通,通,p
APP,app,APP,eng
 , , ,x
共享,共享,共享,v
太平,太平,太平,ns
微信,微信,微信,vn
公众,公众,公众,n
号,号,号,m
微,微,微,n
信号,信号,信号,n
 , , ,x
GongxiangTP,gongxiangtp,GongxiangTP,eng
中国,中国,中国,ns
太平,太平,太平,ns
微,微,微,n
服务,服务,服务,vn
微信,微信,微信,vn
公众,公众,公众,n
号,号,号,m
微,微,微,n
信号,信号,信号,n
 , , ,x
taiping95589,taiping95589,taiping95589,eng
 , , ,x
中国,中国,中国,ns
太平,太平,太平,ns
成员,成员,成员,n
单位,单位,单位,n
简称,简称,简称,v
成员,成员,成员,n
单位,单位,单位,n
指,指,指,n
境内,境内,境内,s
包括,包括,包括,v
中国,中国,中国,ns
太平,太平,太平,ns
保险,保险,保险,n
集团,集团,集团,n
有限责任,有限责任,有限责任,l
公司,公司,公司,n
太平,太平,太平,ns
人寿保险,人寿保险,人寿保险,n
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
财产保险,财产保险,财产保险,n
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
养老保险,养老保险,养老保险,n
股份,股份,股份,n
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
资产,资产,资产,n
管理,管理,管理,vn
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
产业,产业,产业,n
投资,投资,投资,vn
管理,管理,管理,vn
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
资本,资本,资本,n
保险,保险,保险,n
资产,资产,资产,n
管理,管理,管理,vn
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
金融,金融,金融,n
科技,科技,科技,n
服务,服务,服务,vn
上海,上海,上海,ns
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
金融,金融,金融,n
运营,运营,运营,vn
服务,服务,服务,vn
上海,上海,上海,ns
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
金融,金融,金融,n
稽核,稽核,稽核,v
服务,服务,服务,vn
深圳,深圳,深圳,ns
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
石化,石化,石化,j
金融,金融,金融,n
租赁,租赁,租赁,v
有限责任,有限责任,有限责任,l
公司,公司,公司,n
太平,太平,太平,ns
基金,基金,基金,n
管理,管理,管理,vn
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
再保险,再保险,再保险,l
中国,中国,中国,ns
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
科技,科技,科技,n
保险,保险,保险,n
股份,股份,股份,n
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
金融服务,金融服务,金融服务,n
有限公司,有限公司,有限公司,n
境外,境外,境外,s
包括,包括,包括,v
中国,中国,中国,ns
太平,太平,太平,ns
保险,保险,保险,n
集团,集团,集团,n
香港,香港,香港,ns
有限公司,有限公司,有限公司,n
中国,中国,中国,ns
太平,太平,太平,ns
保险,保险,保险,n
控股,控股,控股,v
有限公司,有限公司,有限公司,n
中国,中国,中国,ns
太平,太平,太平,ns
保险,保险,保险,n
香港,香港,香港,ns
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
再保险,再保险,再保险,l
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
金融,金融,金融,n
控股,控股,控股,v
有限公司,有限公司,有限公司,n
中国,中国,中国,ns
太平,太平,太平,ns
人寿保险,人寿保险,人寿保险,n
香港,香港,香港,ns
有限公司,有限公司,有限公司,n
太平,太平,太平,ns
