domain,privacy_link,hash,init_language,valid_language,text_content,rank,policy_downloaded
dak.gg,https://dak.gg/valorant/about/privacy,d88f82bd3606768c6e1bf3fe0609c61ae9ab2d5fdbf9d2cd6db20606f72e6394,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/privacy,1be2e21d494126c537c2ec3712e5fe16704b28c8b784e01172c08d6e6c334971,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/terms,f7044a7a4d0d7015dd187155b314a29924c8959113de75dc38d5e8cadda9cab0,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/teenager,c18a0fc2df2d00e490c043fe33ff59ec0029f57b933ab98595c458351bacba44,Korean,ko,,,TRUE
dak.gg,https://dak.gg/about/privacy,27b6baf58667d663a6da03838901d7d514e97062b62c295433d2a6a6db2e4daf,Korean,ko,,,TRUE
dak.gg,https://dak.gg/about/agreement,65b9fb3b6e8e324ab239be5c06167ef62af6167bbf8f2340e256797a45084048,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/terms,1073946ec3752cc71ab4d3773d4fbd973abcadc1185373231aa6d0089128767b,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/teenager,c273db39ad1891732105922efa594d441021fdea197ce54194f2245a002e151c,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/privacy,6670e20d54bcf5aaec2a745e029bd8e8468feda32915a8deab117922e245bff0,Korean,ko,,,TRUE
bestone-work.com,https://bestone-work.com/about/about-zh.html#policy,ea56a439337b897a236081482ebc7fdce8ac104ae4735b488c51b7fcea554854,Korean,ko,,,TRUE
bestone-work.com,https://bestone-work.com/about/about-zh.html#privacy,a0b6373209141b28a53060f7b923b89fe919a59933234fc4a5510fedb655071c,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/privacy_v1,613bc7abaa6a28a4398dc236891ecde38d3009fcd22a5c868e550a46adb5e87b,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/terms#profile,33de304c5cde959f70e7ab962ffa1ac21618a445b1fb5164bf834d5a1190be39,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/privacy_v2,99fa181bd319d638dacf0b7d1b5456be4b1e65ecdad43d3f55ac8caa5cb0e152,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/teenager#home,bb93a02f119fc7d3c53e67f2accaea25640ee5880d9219fbb98e9b4b41f88f77,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/terms#!,b52d1b765574bf856b009d99bfe9650cabf11b4288b718f023656db66375657d,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/terms#home,fe630fa98f55d37a146ec95e7e4533ef8f7ee74545d4d267b6edd2f525a5de5d,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/privacy#home,ddb2b1bcdf0b098ebdda0f19d25203556dddca2b75ca6a204050a51260409374,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/privacy#!,038382bb935f016fdff32e365807ff27e96ec2dd3de46934c1ce99a0d83b8f2e,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/privacy#profile,52fe111c75c26272a2a6bb9514d068a1805fa58d03ae81449abe2af630f69f51,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/teenager#profile,cfd9d1ae4b07eca05772441c7acb4e544736db016ad60f207c2b1039cbd5f0e9,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/ko/policy/teenager#!,841613badcd2471f830cf5ff384965fd3aa59b97e438611d05bcb8d7332056b1,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/policies/cookies/,c66cf25e1ffb2940e4ea986aa4f1ec2dd7d6de9d455aa0bf48e0c4a0d2e401d6,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/privacy/policy/?entry_point=facebook_page_footer,d3a785e7f3e52e374aee63bedc0400da35b8128c721dbe1074bee7ee2c3e7222,Korean,ko,,,TRUE
www.businessweekly.com.tw,https://www.businessweekly.com.tw/bookshop/service/policy,b3146c709d8ffd64b65304921607eed1c9c89024405fbd0ef4cb4ba76fd5435e,Korean,ko,,,TRUE
en.urovo.com,https://en.urovo.com/Index/privacy.html,b4ccd9acd55718c74fe958c17c3faedd008db188a789d5b2971ea18bb4b08e91,Korean,en,,,TRUE
www.instiz.net,https://www.instiz.net/policy.docx,fc29b58012d13f780d06f9dfb74147fb10de06663dbbe5fa989363182f4da1ec,Korean,bn,,,TRUE
peanutoon.com,https://peanutoon.com/privacy/center/?entry_point=facebook_page_footer,f0b7803f320a824c53e867df39047805905e84c5b07fdd21149d95947da88acb,Korean,ko,,,TRUE
peanutoon.com,https://peanutoon.com/privacy/policies/health/?entry_point=facebook_page_footer,73557a9469c5f610ea544dfda85aa6fc6c52fdfdc800f2696f2eb8fe30c694e6,Korean,ko,,,TRUE
en.urovo.com,https://en.urovo.com/Index/security.html,3c2a6ecf111d3cb2e43b0db4b6e99dab8b9404f0e08d205fe4bec3dd26cbb15b,Korean,en,,,TRUE
peanutoon.com,https://peanutoon.com/allactivity?privacy_source=activity_log_top_menu,65d89f13332f6642288424a3758a27f605d6e94e8e91a81a996da5476d7ff4a6,Korean,ko,,,TRUE
europe.urovo.com,https://europe.urovo.com/Index/privacy.html,a299ce4dab3e5f5867838fa76d7ba0b25b750aa96d18fc35109bab869d8a74b0,Korean,en,,,TRUE
es.urovo.com,https://es.urovo.com/Index/security.html,1565b52b55ae8e54b570b0890dd09142de3c86acb034659d4493a4fc8a005b9e,Korean,es,,,TRUE
es.urovo.com,https://es.urovo.com/Index/privacy.html,8bdaeae93441f345ab724001813f60bd12eb4fd5ac53b073605cf5c230dec7c1,Korean,es,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/terms#home,1d577617af257de67009df60096a7a6f4d0225c29bffcc51149a52e34b641952,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/privacy#home,16737670586e510f88b95b16c7b53747903a72c6e9caa8e1542a03c8939e7a1f,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#footer,512064970c1cb0ccda9fd6882df2b18fba6075776d6e0455249dd540ef3527c5,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/teenager#home,6a5a49c75580c299cbaf1c160ec94320ac4923eb34422fc3178bf1acd988a199,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/policies/cookies/,f58945276c7a906111208c16b0b44f2e3095737042a79c140c881c16c8ba29e1,Korean,ko,,,TRUE
radio.ytn.co.kr,https://radio.ytn.co.kr/service/policy.php,e0cdc7b6573a32cce744f0e4f0e6797393aa25bd118b29873abb59fdee74d6df,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/privacy_v1,310749f55448491615370ed102157fe6224a82a8c284870c7badb4ebff4453e9,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#07,db1b87003895063c7e527661dbbfd0dd4a3720ba0e1a4b6e5099c9591a6cfd50,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/privacy/center/?entry_point=facebook_page_footer,9debb73b53f997ffdf1e1548eebcb5c8b72ab86d27ceee4318317f4db6c1a8f5,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#gnb,2f3600da5407a30decce861ab73f1cdf5291e5e2fa1510922e324a3a58ce64a8,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#03,e13c080d9c215d9f74787dc601a142e24e385c9c1085975885cb6f899ff4886b,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/privacy_v2,11621c51d0c89cb0279b4fafbec9a6ca2698e290e916349b2f8a2251cf71b09e,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/youth_protection_policy.php#container,69f8169e5c8109273ae0d99bd20a5b30a63e5fcf1ad4dc653f8a0dc7dbf130f9,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/policy.php,d19a103219c98dd1ba3f5a6c9472f180f71102ad00adc1b5278b7fcb4408228f,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#02,61e3767b3c8ed428b39a398d0a5a6e1cfb55bafda0bc00f51663f234daa6d92e,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/teenager#profile,e7e1d341ca0815b9fcd5828acb613e0118273d8b35759dcfc8eb82b77c527ccb,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/privacy#!,0ca76eaf6ddb5242e8ed94796c4da6153a160cb6c44110a04db0068250b63e49,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#10,032caebc650d990440a5da11ddadaea4f409f70a7f9ac91c54d7efb64f70101c,Korean,ko,,,TRUE
dmb.ytn.co.kr,https://dmb.ytn.co.kr/service/policy.php,2de878b2a7144273983010c49c2c4200ea4c855c763e14779a2a87fd6968c2be,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/privacy/policy/?entry_point=facebook_page_footer,0aa476a0425d88244ffff26ea8141df00dd852772ae9d2f833408d374b0f4994,Korean,ko,,,TRUE
radio.ytn.co.kr,https://radio.ytn.co.kr/service/privacy.php,f7cb1dc37c7d6d980f4b509052953d032076b28ab433009894869982c396c9e7,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/youth_protection_policy.php#footer,b96f8122e3e52df0bba3cf6b70014a9e9afe80fa322524e1d09f22e911f61a38,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/policy.php#container,66fa4892d9329c257e57e2812b09a389b3e15b4f60dd3ce7b20723ecd43b8ff4,Korean,ko,,,TRUE
radio.ytn.co.kr,https://radio.ytn.co.kr/service/youth_Protection_policy.php,4bd604d5d0ef5ccacc1c3ff6adb77bfe864d070ee38423ce92e661c748732fbf,Korean,ko,,,TRUE
science.ytn.co.kr,https://science.ytn.co.kr/company/privacy.php,0258112694e67e9b9dcc7b7b093929dda92fd86fbaf544d1035b2020114cebcd,Korean,ko,,,TRUE
science.ytn.co.kr,https://science.ytn.co.kr/company/youth_protection_policy.php,fdcdab258d331c442e418fea36aabf4cfe5affd2ed47fa2c8c2077e86a8ed644,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/allactivity?privacy_source=activity_log_top_menu,7b0817b0278e462b9cfe0b76de28539fe8de9145e1af68309b50836cb7909470,Korean,ko,,,TRUE
inside.ytn.co.kr,https://inside.ytn.co.kr/etc/privacy.php,3a1b759c85ff5e0d8737e06fe5b0c84ed962d14027e12613283fb3c99da9da0a,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/privacy/policies/health/?entry_point=facebook_page_footer,415f1b778680ab6aa605aeb61483994c8ecf30adb075b37b13aded7629e7f3ea,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/youth_protection_policy.php#gnb,201e7b038fc77c9d6d19201d774351745645e6eea57ce687b3bd26699cfea739,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#05,3ff230c946971962839c4f64a39a94400aff58ba09426887fd276f27a1b5a00f,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/teenager#!,918e099bec6a3b1e12ad9b4538aa9f159353521500dceae4da6ca09648468240,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/privacy#profile,9eb1455b140ee130ab84480143e20886bf570205d2dafcbdbe8652c6694d2848,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#08,32f6ee491beed74919a038cbc5beb5464e2562a962f9f656b53c9131a6c39df9,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/policy.php#gnb,30bef545a398c74b36a024405b8cf6b525dba99f5f8ff2d6aff8bbd7dde02991,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/policy.php#footer,17ae4358c72bd8c1291be727697f59b42d934b5db12ed24b0408ec0a9342d8d4,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#04,14c568951e9d09d215f6271e9fbdb3746a065542036ac4ad9cdb036104af0f97,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#09,70ab3edf97a2333c566cab536f8591aa99b37495c41fef419e97cc6f67de0310,Korean,ko,,,TRUE
infor.ytn.co.kr,https://infor.ytn.co.kr/ir/policy.php,ad900bfe33baacef038b7e029e0043ffeff11e4a8a25a58a17297087852c48bb,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/terms#!,62c96b73053ef7017bf4a781c0df0fce3f0886b5c01d897913d8d15be0bbabb7,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#06,677bc6c660d0169b7c3fe43725e7308a98c5b54bbf53f3a01348d15d80b92b53,Korean,ko,,,TRUE
infor.ytn.co.kr,https://infor.ytn.co.kr/etc/privacy.php,88d577da4fa5648d4e2cfd7df1b65bc7413e7effc63bb7938794ce037f9a6cd8,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php,d218ac68c1a13714cd30af16787319d8d030010622169abc1593dc37eeb99d7c,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#11,48802bedd007095b3efb6808dc69a19328fd2d90461db3321b695713e4de2fd8,Korean,ko,,,TRUE
www.businessweekly.com.tw,http://www.businessweekly.com.tw/bookshop/service/policy,8627f24cac54360c6e5b3325cad2ccf5cbdb367f73f1fc794394457e4b10cd1c,Korean,ko,,,TRUE
dmb.ytn.co.kr,https://dmb.ytn.co.kr/service/policy_article.php,2a66f924cbde3a044b3cac34fe62944844370c86f0f0bd5b6f3f502685963003,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/youth_protection_policy.php,e91b9bc1e72221660498ac0c3e575f3c237965be7e68b0a99dc35c51dade48b3,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#container,392fb203b0a435edb8546e74e50de1d8dd8756633c1103eee209e7034c383e24,Korean,ko,,,TRUE
ytn2.ytn.co.kr,https://ytn2.ytn.co.kr/service/privacy.php,7dfe65ef18e567acd7ffe402464e081e74dff6e2c6149ab6462a7027102d6957,Korean,ko,,,TRUE
www.peanutoon.com,https://www.peanutoon.com/ko/policy/terms#profile,da45caa481fa461ec7578074e9b4f7bf18fb288eddf6abba485837042dd57d2f,Korean,ko,,,TRUE
ytn2.ytn.co.kr,https://ytn2.ytn.co.kr/service/policy.php,0a84d639b7a3c97206e2446001ffbd945de34885c498a22870eee6c9188fe65a,Korean,ko,,,TRUE
dmb.ytn.co.kr,https://dmb.ytn.co.kr/service/youth_Protection_policy.php,07b80b36f4f44eca115dc1abe290a6827522b12a2194cab9d9246e2e68174b86,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy.php#01,3224c8fcbe35875ba7651e230046ef150fe4d6153d8c1cd69b603a9eb8f9c3dc,Korean,ko,,,TRUE
www.ytn.co.kr,https://www.ytn.co.kr/info/privacy_popup.php,d9db9841fafe644bafbf7d7c0b19f16613f06ab81690efd1e4d43e95e398bb81,Korean,ko,,,TRUE
science.ytn.co.kr,https://science.ytn.co.kr/company/policy.php,63eed849dc180747558b23d473ca93b28d7f53c2379d52f27d11161863289ec0,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy9,f591f71c15925af39a800cc137b8581c2ad0bf2f8a78b0987b988a2c4469947b,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy6,d20fe7b810f94d0d27ab05008ce7192e27fca04b4c68ed8aa9cd97c41db5e1c5,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy5,22636b077d6ecd418ba2518f85b0f6d76f741ac260f4a6bbe1cc8672e9f82871,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy3,583f213a2203b8f6c2c76ab2431adbcc077ba0da8a391640eb557ee87bb2251d,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy8,eda926f7911b035123bbecd4ebaf01b98900b76640abb15ee62182a60ae8ce1d,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy4,5947d0c0eaa3c859acc9b6722e9a90e3219e981a97fd1f0a0164c36d7eb17af8,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy10,0dcfab880f745ba258f0b1163ca1facb412e9051282e636c4320af9f04a419b3,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy11,829ea11067bf62087a88523089dee411dfcde983aadb4f299dbf1d0df2c75e34,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy1,40d3961434db26254a46eeeb49ecd527597eb18b71fe4675bd5cf24398ddd4e4,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy7,e9ad5c2e04079c04b5bdc7d3e446f447dc50422bcf1c1680b5959c9f110a0d3d,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy12,b5e46812cbbe83fb1ac616ca851d6798299c6667773abccc6a12c9591fe54a12,Korean,ko,,,TRUE
peoplenjob.com,https://peoplenjob.com/privacy#privacy2,3d257249318a7af0428059f4600c502f012be950d9c3f3eceee38caf8884b7ca,Korean,ko,,,TRUE
coop.jnu.ac.kr,http://coop.jnu.ac.kr/member/privacy.php,4a5d45da83e3767333e5604be5bca2d8c65731315f9b311c5978524fb7b0cb7c,Korean,ko,,,TRUE
thekpm.com,https://thekpm.com/com/youthpolicy.html,ac7be65a2994d31234fce84469fe8176547a27cba87bdb34f3fd88f15d5a289d,Korean,ko,,,TRUE
thekpm.com,https://thekpm.com/com/privacy.html,9cfa16c8fb4d67ffda40c997c24ad3595a963691888227abf7168f1566161d30,Korean,ko,,,TRUE
metakr.co.kr,https://metakr.co.kr/com/privacy.html,d15686070c30b7f98ed47561eb5b751b41b5902434c47d101c9bea034ae867fb,Korean,ko,,,TRUE
metakr.co.kr,https://metakr.co.kr/com/youthpolicy.html,f9c40d59de07c3882de0b08c8d7d753873ee3e15f164be27c7079ddcd3a1a26a,Korean,ko,,,TRUE
www.avsubs.co.kr,https://www.avsubs.co.kr/bbs/page.php?hid=privacy,a9526fee0e79890101734efc192b923483125843955d66f6f42778b0fd59383c,Korean,ko,,,TRUE
s.wink.co.kr,https://s.wink.co.kr/danbi_common/html/privacy_policy_20231129.html,6a156f4fa0662e28e98ebe8bd0c63e29b52d69dd1fc3a19721102df8aaa1a0a6,Korean,ko,,,TRUE
s.wink.co.kr,https://s.wink.co.kr/danbi_common/html/agreement.html,1e52366d69cdeaf4c5a3a4d69a8bc2eac08f74a7aa3626d8e4165b8beddafa32,Korean,ko,,,TRUE
dbpia.co.kr,https://dbpia.co.kr/link/privacy,9ae694d848be4b53578f6038a803f7eb747cfbb468953975bf0bef3bb230fc2c,Korean,ko,,,TRUE
service.ltn.com.tw,https://service.ltn.com.tw/privacy-policy,01973bbda851142f6ec9f2a42aead6a38d303c3687454847edda828f2f338170,Korean,ko,,,TRUE
dbpia.co.kr,https://dbpia.co.kr/link/agreement,49be3cf520008377971a28fe5eed4b004130cdd9946d5b789df36353161ac6aa,Korean,ko,,,TRUE
www.10000recipe.com,https://www.10000recipe.com/user/rules.html?f=privacy,a499d1c65b009cf7ca31e8e58bf45e6d2c0d3bc54628c80b9ae49de37bd16b30,Korean,ko,,,TRUE
dotkeypress.kr,https://dotkeypress.kr/youth_policy,4d8f9b0e8ab7f7997c48eac14bfd99181cff373df14b79530193b049f27915d1,Korean,ko,,,TRUE
dotkeypress.kr,https://dotkeypress.kr/private_policy,30998045efdcba2583e94adf00e4c75cc298bb1c1cab4a6f3bc5b35d295a978d,Korean,ko,,,TRUE
www.lens-me.com,https://www.lens-me.com/shop/privacy.php,0f365436e12f84ad58b05418d5602d2ccba406389190ca7bf7d3f6b44659155e,Korean,ko,,,TRUE
www.trendbiz.co.kr,https://www.trendbiz.co.kr/com/youthpolicy.html,e15e6f11a4c2d70a3c7db42b9d014b68b54f4875ab2ba632b844a3a869b0fc22,Korean,ko,,,TRUE
www.trendbiz.co.kr,https://www.trendbiz.co.kr/com/privacy.html,fe32fbebc63a7731b673dcb06c8bc04e54d0ea595353289e39534a5f4b6bbfc1,Korean,ko,,,TRUE
www.edh.tw,https://www.edh.tw/policy,a3b74be7b216f4f524c0e86001ca379fb3d8833f9ab6e1415fe8e8ebd7c1be23,Korean,ko,,,TRUE
lens-me.com,https://lens-me.com/privacy.php,a6c34195e6535b9e62730698f0ed54475e550b0e31256a067b8af75ecc84d4f3,Korean,en,,,TRUE
worksmobile.com,https://worksmobile.com/security/,b84ae6655dba0cc34da41be824a156341b4ceac2072d754a8d8e037309394d1c,Korean,ko,,,TRUE
www.nzkoreapost.com,https://www.nzkoreapost.com/bbs/register.php#privacy,86a5b9ea7eca2f167ca51ca66558bc475409d42eccbae2b68c60726d44272c51,Korean,ko,,,TRUE
a.imaeil.com,http://a.imaeil.com/cp/privacy.html,382ad42b8fc8f77845b4fad1d3d4ee670bf2afff328fb263b9934dc2103eee60,Korean,ko,,,TRUE
www.nzkoreapost.com,https://www.nzkoreapost.com/bbs/page.php?hid=privacy,246801620bb49ca526c4ff6faf9d86931fe7e7938ee97784396cfb81ab91ef25,Korean,en,,,TRUE
activity.taaze.tw,http://activity.taaze.tw/static_act/privacynotice/index.htm,aa71d4e8ac03adcbdb77500dce68755f02a28b840a8751ccb049f2fc9f193a0d,Korean,ko,,,TRUE
www.taaze.tw,http://www.taaze.tw/static_act/privacynotice/index.htm,7bdd89f106e0b370cf1c3df5160378a26417197d14c4a93348ab7b1b55d9f306,Korean,ko,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav4,24be331d7660939fe8bbfc23b715a8004ec1d07a165317f621212bc39b2dd746,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav6,4d2472373011c6f66d1a53123afd473dc329bfb630b9c47c13b3ea6666a75cad,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav2,18b48f0651157e52091a096aacf3dc4ed765c63188a6e1e4cd8d8fe5da84accd,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav12,b11aca906e4842b290d38ff3f66d1763111c1d27e5b9d70f5c5ce9a4e59533ff,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav5,05e9800e7fa563ddca867c8571266dcedeae1d931fc213f164c04e5b7a9fca5d,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav9,0eba75005dd92c83c976ca77406648e14e5cbcde6c11e02628a4e16073efc9c7,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav7,2370d7a66c372bd9eecc3ef5233c82c303a0140cbd3d5ebbbbc28964558ede9b,Korean,zh-cn,,,TRUE
www.duole.com,https://www.duole.com/privacy/v2/duole?template_id=2,82dfd849506e00265947689aa5f91c188a128db3e7b48253e0fbcf58665e0873,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav8,35459241e06866de4b9a6e1f334eed9337f544700abd9272635df8776ec44500,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy-guide-children.html,fbda507be6557d867036fa7014a1b74a984661864a8883acd1e1e66713a57bda,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1,829e02b5d6596836a34223e9398d005b089f5021d5a97fd5fd15de0c4fd06e6e,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav10,129a72b5f5071a494e812ecda0b0a081022ff62caa895f1b7ab9b9be104d555b,Korean,zh-cn,,,TRUE
duole.com,https://duole.com/privacy/v2/gouji?template_id=1#nav3,da88c18a8fed71172e827e373d3a50918571ca90f506bbd3ba831d161dba25a0,Korean,zh-cn,,,TRUE
