surface,normalized,dictionary,pos
토토,토토,토토,Noun
친구,친구,친구,Noun
먹튀,먹튀,먹튀,Noun
검증,검증,검증,Noun
에이전시,에이전시,에이전시,Noun
개인,개인,개인,Noun
정보처리,정보처리,정보처리,Noun
방침,방침,방침,Noun
토토,토토,토토,Noun
친구,친구,친구,Noun
토토,토토,토토,Noun
사이트,사이트,사이트,Noun
사설,사설,사설,Noun
토토,토토,토토,Noun
승무,승무,승무,Noun
패,패,패,Noun
핸디캡,핸디캡,핸디캡,Noun
언,언,언,Modifier
더,더,더,Noun
오버,오버,오버,Noun
코너킥,코너킥,코너킥,Noun
득점,득점,득점,Noun
베팅,베팅,베팅,Noun
스페셜,스페셜,스페셜,Noun
베팅,베팅,베팅,Noun
가상,가상,가상,Noun
스포츠,스포츠,스포츠,Noun
파워,파워,파워,Noun
볼,볼,볼,Noun
사다리,사다리,사다리,Noun
게임,게임,게임,Noun
안전,안전,안전,Noun
놀이터,놀이터,놀이터,Noun
예스,예스,예스,Noun
벳,벳,벳,Noun
텐텐,텐텐,텐텐,Noun
벳,벳,벳,Noun
메이저,메이저,메이저,Noun
사이트,사이트,사이트,Noun
뉴,뉴,뉴,Noun
헤븐,헤븐,헤븐,Noun
카지노,카지노,카지노,Noun
비바,비바,비바,Noun
카지노,카지노,카지노,Noun
솔,솔,솔,Noun
카지노,카지노,카지노,Noun
썬시티,썬시티,썬시티,Noun
카지노,카지노,카지노,Noun
원,원,원,Modifier
벳,벳,벳,Noun
원,원,원,Suffix
위너,위너,위너,Noun
토토,토토,토토,Noun
윈,윈,윈,Noun
토토,토토,토토,Noun
사이트,사이트,사이트,Noun
좋은,좋은,좋다,Adjective
느낌,느낌,느낌,Noun
카지노,카지노,카지노,Noun
짱,짱,짱,Modifier
카지노,카지노,카지노,Noun
퀸즈,퀸즈,퀸즈,Noun
카지노,카지노,카지노,Noun
타이틀,타이틀,타이틀,Noun
카지노,카지노,카지노,Noun
토스,토스,토스,Noun
카지노,카지노,카지노,Noun
헤라,헤라,헤라,Noun
카지노,카지노,카지노,Noun
FM,FM,FM,Alpha
카지노,카지노,카지노,Noun
먹튀,먹튀,먹튀,Noun
검증,검증,검증,Noun
스포츠토토,스포츠토토,스포츠토토,Noun
프로토,프로토,프로토,Noun
온라인,온라인,온라인,Noun
스포츠,스포츠,스포츠,Noun
베팅,베팅,베팅,Noun
스포츠토토,스포츠토토,스포츠토토,Noun
이용,이용,이용,Noun
약관,약관,약관,Noun
체육,체육,체육,Noun
진흥,진흥,진흥,Noun
투표,투표,투표,Noun
권,권,권,Suffix
약관,약관,약관,Noun
라이브,라이브,라이브,Noun
스코어,스코어,스코어,Noun
베픽,베픽,베픽,Noun
네임드,네임드,네임드,Noun
엔트리,엔트리,엔트리,Noun
파워,파워,파워,Noun
볼,볼,볼,Noun
게임,게임,게임,Noun
토토,토토,토토,Noun
뉴스,뉴스,뉴스,Noun
토토,토토,토토,Noun
사이트,사이트,사이트,Noun
사설,사설,사설,Noun
토토,토토,토토,Noun
승무,승무,승무,Noun
패,패,패,Noun
핸디캡,핸디캡,핸디캡,Noun
언,언,언,Modifier
더,더,더,Noun
오버,오버,오버,Noun
코너킥,코너킥,코너킥,Noun
득점,득점,득점,Noun
베팅,베팅,베팅,Noun
스페셜,스페셜,스페셜,Noun
베팅,베팅,베팅,Noun
가상,가상,가상,Noun
스포츠,스포츠,스포츠,Noun
파워,파워,파워,Noun
볼,볼,볼,Noun
사다리,사다리,사다리,Noun
게임,게임,게임,Noun
안전,안전,안전,Noun
놀이터,놀이터,놀이터,Noun
예스,예스,예스,Noun
벳,벳,벳,Noun
텐텐,텐텐,텐텐,Noun
벳,벳,벳,Noun
메이저,메이저,메이저,Noun
사이트,사이트,사이트,Noun
뉴,뉴,뉴,Noun
헤븐,헤븐,헤븐,Noun
카지노,카지노,카지노,Noun
비바,비바,비바,Noun
카지노,카지노,카지노,Noun
솔,솔,솔,Noun
카지노,카지노,카지노,Noun
썬시티,썬시티,썬시티,Noun
카지노,카지노,카지노,Noun
원,원,원,Modifier
벳,벳,벳,Noun
원,원,원,Suffix
위너,위너,위너,Noun
토토,토토,토토,Noun
윈,윈,윈,Noun
토토,토토,토토,Noun
사이트,사이트,사이트,Noun
좋은,좋은,좋다,Adjective
느낌,느낌,느낌,Noun
카지노,카지노,카지노,Noun
짱,짱,짱,Modifier
카지노,카지노,카지노,Noun
퀸즈,퀸즈,퀸즈,Noun
카지노,카지노,카지노,Noun
타이틀,타이틀,타이틀,Noun
카지노,카지노,카지노,Noun
토스,토스,토스,Noun
카지노,카지노,카지노,Noun
