surface,normalized,dictionary,pos
드림위즈,드림위즈,드림위즈,Noun
개인정보,개인정보,개인정보,Noun
취급,취급,취급,Noun
방침,방침,방침,Noun
이용,이용,이용,Noun
약관,약관,약관,Noun
유료,유료,유료,Noun
서비스,서비스,서비스,Noun
약관,약관,약관,Noun
개인,개인,개인,Noun
정보처리,정보처리,정보처리,Noun
방침,방침,방침,Noun
청소년,청소년,청소년,Noun
보호,보호,보호,Noun
정책,정책,정책,Noun
스팸,스팸,스팸,Noun
관리,관리,관리,Noun
정책,정책,정책,Noun
책임,책임,책임,Noun
한계,한계,한계,Noun
법적,법적,법적,Noun
고지,고지,고지,Noun
이메일,이메일,이메일,Noun
주소,주소,주소,Noun
무단,무단,무단,Noun
수집,수집,수집,Noun
거부,거부,거부,Noun
고객,고객,고객,Noun
센터,센터,센터,Noun
드림위즈,드림위즈,드림위즈,Noun
개인,개인,개인,Noun
정보처리,정보처리,정보처리,Noun
방침,방침,방침,Noun
1조,1조,1조,Number
개인,개인,개인,Noun
정보처리,정보처리,정보처리,Noun
방침,방침,방침,Noun
내용,내용,내용,Noun
5조,5조,5조,Number
개인정보,개인정보,개인정보,Noun
보유,보유,보유,Noun
이용기,이용기,이용기,Noun
간,간,간,Suffix
9조,9조,9조,Number
개인정보,개인정보,개인정보,Noun
기술,기술,기술,Noun
적,적,적,Suffix
관리,관리,관리,Noun
적,적,적,Suffix
보호,보호,보호,Noun
대책,대책,대책,Noun
2조,2조,2조,Number
수집,수집,수집,Noun
하는,하는,하다,Verb
개인정보,개인정보,개인정보,Noun
항목,항목,항목,Noun
6조,6조,6조,Number
개인정보,개인정보,개인정보,Noun
파기,파기,파기,Noun
절차,절차,절차,Noun
방법,방법,방법,Noun
10조,10조,10조,Number
개인정보,개인정보,개인정보,Noun
관,관,관,Noun
한,한,한,Josa
민원,민원,민원,Noun
서비스,서비스,서비스,Noun
3조,3조,3조,Number
개인정보,개인정보,개인정보,Noun
이용,이용,이용,Noun
목적,목적,목적,Noun
7조,7조,7조,Number
회원,회원,회원,Noun
법정대리인,법정대리인,법정대리인,Noun
권리,권리,권리,Noun
행사,행사,행사,Noun
방법,방법,방법,Noun
11조,11조,11조,Number
본,본,보다,Verb
개인,개인,개인,Noun
정보처리,정보처리,정보처리,Noun
방침,방침,방침,Noun
적용,적용,적용,Noun
범위,범위,범위,Noun
4조,4조,4조,Number
개인정보,개인정보,개인정보,Noun
제공,제공,제공,Noun
위탁,위탁,위탁,Noun
8조,8조,8조,Number
개인정보,개인정보,개인정보,Noun
자동,자동,자동,Noun
수집,수집,수집,Noun
장치,장치,장치,Noun
설치,설치,설치,Noun
",",",",",",Punctuation
운영,운영,운영,Noun
12조,12조,12조,Number
고지,고지,고지,Noun
의무,의무,의무,Noun
1,1,1,Number
.,.,.,Punctuation
개인,개인,개인,Noun
정보처리,정보처리,정보처리,Noun
방침,방침,방침,Noun
내용,내용,내용,Noun
본,본,보다,Verb
개인,개인,개인,Noun
정보처리,정보처리,정보처리,Noun
방침,방침,방침,Noun
은,은,은,Josa
같은,같은,같다,Adjective
내용,내용,내용,Noun
제공,제공,제공,Noun
합니다,합니다,하다,Verb
.,.,.,Punctuation
드림위즈,드림위즈,드림위즈,Noun
정보,정보,정보,Noun
수집,수집,수집,Noun
하고,하고,하고,Josa
",",",",",",Punctuation
수집,수집,수집,Noun
한,한,한,Josa
정보,정보,정보,Noun
사용,사용,사용,Noun
하며,하며,하다,Verb
",",",",",",Punctuation
필요,필요,필요,Noun
이를,이를,이르다,Verb
공유,공유,공유,Noun
위탁,위탁,위탁,Noun
또는,또는,또는,Adverb
제공,제공,제공,Noun
하며,하며,하다,Verb
",",",",",",Punctuation
이용,이용,이용,Noun
목적,목적,목적,Noun
달성,달성,달성,Noun
한,한,한,Josa
정보,정보,정보,Noun
파기,파기,파기,Noun
하는지,하는지,하다,Verb
개인정보,개인정보,개인정보,Noun
흐름,흐름,흐름,Noun
관련,관련,관련,Noun
한,한,한,Josa
내용,내용,내용,Noun
투명하게,투명하게,투명하다,Adjective
제공,제공,제공,Noun
합니다,합니다,하다,Verb
.,.,.,Punctuation
정보,정보,정보,Noun
주체,주체,주체,Noun
이용자,이용자,이용자,Noun
는,는,는,Josa
개인정보,개인정보,개인정보,Noun
대해,대해,대해,Noun
권리,권리,권리,Noun
가지,가지,가지,Noun
고,고,고,Josa
있으며,있으며,있다,Adjective
",",",",",",Punctuation
이를,이를,이르다,Verb
방법,방법,방법,Noun
절차,절차,절차,Noun
행사,행사,행사,Noun
할,할,하다,Verb
수,수,수,Noun
있는지를,있는지를,있다,Adjective
알려,알려,알다,Verb
드립니다,드립니다,드리다,Verb
.,.,.,Punctuation
개인정보,개인정보,개인정보,Noun
침해사고,침해사고,침해사고,Noun
발생,발생,발생,Noun
하는,하는,하다,Verb
경우,경우,경우,Noun
",",",",",",Punctuation
추가,추가,추가,Noun
적,적,적,Suffix
인,인,인,Josa
피해,피해,피해,Noun
예방,예방,예방,Noun
하고,하고,하고,Josa
이미,이미,이미,Adverb
발생,발생,발생,Noun
한,한,한,Josa
피해,피해,피해,Noun
복구,복구,복구,Noun
하기,하기,하다,Verb
위해,위해,위해,Noun
연락,연락,연락,Noun
하여,하여,하다,Verb
도움,도움,도움,Noun
받을,받을,받다,Verb
수,수,수,Noun
있는지,있는지,있다,Adjective
알려,알려,알다,Verb
드립니다,드립니다,드리다,Verb
.,.,.,Punctuation
개인정보,개인정보,개인정보,Noun
관련,관련,관련,Noun
