surface,normalized,dictionary,pos
정관,정관,정관,Noun
초,초,초,Noun
등교,등교,등교,Noun
커뮤니티,커뮤니티,커뮤니티,Noun
인디,인디,이다,Verb
스쿨,스쿨,스쿨,Noun
Search,Search,Search,Alpha
K,K,K,Alpha
정책,정책,정책,Noun
문서,문서,문서,Noun
이용,이용,이용,Noun
약관,약관,약관,Noun
정관,정관,정관,Noun
정관,정관,정관,Noun
시행,시행,시행,Noun
세부,세부,세부,Noun
규칙,규칙,규칙,Noun
인디,인디,이다,Verb
스쿨,스쿨,스쿨,Noun
게시판,게시판,게시판,Noun
세부,세부,세부,Noun
규칙,규칙,규칙,Noun
개인정보,개인정보,개인정보,Noun
처리,처리,처리,Noun
방침,방침,방침,Noun
정관,정관,정관,Noun
초,초,초,Noun
등교,등교,등교,Noun
커뮤니티,커뮤니티,커뮤니티,Noun
인디,인디,이다,Verb
스쿨,스쿨,스쿨,Noun
정관,정관,정관,Noun
2023.02,2023.02,2023.02,Number
.,.,.,Punctuation
10,10,10,Number
.,.,.,Punctuation
개정,개정,개정,Noun
2022.01,2022.01,2022.01,Number
.,.,.,Punctuation
20,20,20,Number
.,.,.,Punctuation
제정,제정,제정,Noun
1,1,1,Number
장,장,장,Noun
총칙,총칙,총칙,Noun
1조,1조,1조,Number
명칭,명칭,명칭,Noun
법인,법인,법인,Noun
은,은,은,Josa
사단법인,사단법인,사단법인,Noun
초,초,초,Noun
등교,등교,등교,Noun
커뮤니티,커뮤니티,커뮤니티,Noun
인디,인디,이다,Verb
스쿨,스쿨,스쿨,Noun
”,”,”,Foreign
이하,이하,이하,Noun
법인,법인,법인,Noun
”,”,”,Foreign
이라,이라,이르다,Verb
한다,한다,하다,Verb
.,.,.,Punctuation
약칭,약칭,약칭,Noun
은,은,은,Josa
인디,인디,이다,Verb
스쿨,스쿨,스쿨,Noun
”,”,”,Foreign
이라,이라,이르다,Verb
하며,하며,하다,Verb
",",",",",",Punctuation
영문,영문,영문,Noun
명칭,명칭,명칭,Noun
은,은,은,Josa
indischool,indischool,indischool,Alpha
”,”,”,Foreign
한다,한다,하다,Verb
.,.,.,Punctuation
2조,2조,2조,Number
목적,목적,목적,Noun
법인,법인,법인,Noun
은,은,은,Josa
전국,전국,전국,Noun
교사,교사,교사,Noun
땅,땅,땅,Noun
행복한,행복한,행복하다,Adjective
만남,만남,만남,Noun
가질,가질,가지다,Verb
수,수,수,Noun
있도록,있도록,있다,Adjective
나눔,나눔,나눔,Noun
배움,배움,배움,Noun
실천,실천,실천,Noun
하며,하며,하다,Verb
",",",",",",Punctuation
교육,교육,교육,Noun
공동체,공동체,공동체,Noun
민주,민주,민주,Noun
문화,문화,문화,Noun
가꾸어,가꾸어,가꾸다,Verb
나가는,나가는,나가다,Verb
데,데,데,Noun
목적,목적,목적,Noun
둔다,둔다,두다,Verb
.,.,.,Punctuation
3조,3조,3조,Number
사업,사업,사업,Noun
법인,법인,법인,Noun
은,은,은,Josa
2조,2조,2조,Number
목적,목적,목적,Noun
달성,달성,달성,Noun
하기,하기,하다,Verb
위,위,위,Noun
하여,하여,하다,Verb
목적,목적,목적,Noun
사업,사업,사업,Noun
행,행,행,Noun
한다,한다,하다,Verb
.,.,.,Punctuation
①,①,①,Foreign
교육,교육,교육,Noun
정보,정보,정보,Noun
공유,공유,공유,Noun
위,위,위,Noun
한,한,한,Josa
온라인,온라인,온라인,Noun
플랫폼,플랫폼,플랫폼,Noun
운영,운영,운영,Noun
②,②,②,Foreign
창의,창의,창의,Noun
적,적,적,Suffix
이고,이고,이고,Josa
전문,전문,전문,Noun
적,적,적,Suffix
인,인,인,Josa
공교육,공교육,공교육,Noun
활동,활동,활동,Noun
확산,확산,확산,Noun
위,위,위,Noun
한,한,한,Josa
지원,지원,지원,Noun
사업,사업,사업,Noun
③,③,③,Foreign
교육,교육,교육,Noun
관련,관련,관련,Noun
한,한,한,Josa
연구,연구,연구,Noun
",",",",",",Punctuation
자료,자료,자료,Noun
발간,발간,발간,Noun
출판,출판,출판,Noun
④,④,④,Foreign
법인,법인,법인,Noun
목적,목적,목적,Noun
달성,달성,달성,Noun
위해,위해,위해,Noun
필요한,필요한,필요하다,Adjective
사업,사업,사업,Noun
4조,4조,4조,Number
소재지,소재지,소재지,Noun
①,①,①,Foreign
법인,법인,법인,Noun
주,주,주,Modifier
사무소,사무소,사무소,Noun
는,는,는,Josa
서울특별시,서울특별시,서울특별시,Noun
마포구,마포구,마포구,Noun
양화로,양화로,양화로,Noun
12,12,12,Number
길,길,길,Noun
8-5,8-5,8-5,Number
세르,세르,세르,Noun
보,보,보,Noun
빌딩,빌딩,빌딩,Noun
2,2,2,Number
층,층,층,Noun
”,”,”,Foreign
두며,두며,두다,Verb
",",",",",",Punctuation
국내,국내,국내,Noun
필요한,필요한,필요하다,Adjective
곳,곳,곳,Noun
분,분,분,Noun
사무소,사무소,사무소,Noun
지부,지부,지부,Noun
1,1,1,Number
개소,개소,개소,Noun
설치,설치,설치,Noun
할,할,하다,Verb
수,수,수,Noun
.,.,.,Punctuation
②,②,②,Foreign
법인,법인,법인,Noun
인터넷,인터넷,인터넷,Noun
홈페이지,홈페이지,홈페이지,Noun
영문,영문,영문,Noun
도메인,도메인,도메인,Noun
은,은,은,Josa
http://www.indischool.com,http://www.indischool.com,http://www.indischool.com,URL
한다,한다,하다,Verb
.,.,.,Punctuation
2,2,2,Number
장,장,장,Noun
회원,회원,회원,Noun
5조,5조,5조,Number
회원,회원,회원,Noun
구분,구분,구분,Noun
법인,법인,법인,Noun
회원,회원,회원,Noun
은,은,은,Josa
정,정,정,Noun
회원,회원,회원,Noun
",",",",",",Punctuation
준,준,준,Noun
회원,회원,회원,Noun
구분,구분,구분,Noun
하며,하며,하다,Verb
준,준,준,Noun
회원,회원,회원,Noun
경우,경우,경우,Noun
총회,총회,총회,Noun
의결,의결,의결,Noun
권한,권한,권한,Noun
없는,없는,없다,Adjective
한다,한다,하다,Verb
.,.,.,Punctuation
6조,6조,6조,Number
회원,회원,회원,Noun
자격,자격,자격,Noun
①,①,①,Foreign
정,정,정,Noun
회원,회원,회원,Noun
은,은,은,Josa
정,정,정,Noun
교사,교사,교사,Noun
자격증,자격증,자격증,Noun
소지,소지,소지,Noun
한,한,한,Josa
현직,현직,현직,Noun
초등,초등,초등,Noun
교사,교사,교사,Noun
초등,초등,초등,Noun
특수,특수,특수,Noun
교사,교사,교사,Noun
”,”,”,Foreign
로서,로서,로서,Noun
법인,법인,법인,Noun
목적,목적,목적,Noun
찬동,찬동,찬동,Noun
하고,하고,하고,Josa
7조,7조,7조,Number
의무,의무,의무,Noun
권리,권리,권리,Noun
이행,이행,이행,Noun
약속,약속,약속,Noun
한,한,한,Josa
사람,사람,사람,Noun
",",",",",",Punctuation
소정,소정,소정,Noun
후원,후원,후원,Noun
회비,회비,회비,Noun
납부,납부,납부,Noun
한,한,한,Josa
또는,또는,또는,Adverb
임원,임원,임원,Noun
이나,이나,이나,Josa
운영,운영,운영,Noun
위원회,위원회,위원회,Noun
12,12,12,Number
개월,개월,개월,Noun
봉사,봉사,봉사,Noun
