surface,normalized,dictionary,pos
이용,이용,이용,Noun
약관,약관,약관,Noun
kakaoko,kakaoko,kakaoko,Alpha
언어,언어,언어,Noun
지원,지원,지원,Noun
메뉴,메뉴,메뉴,Noun
선택,선택,선택,Noun
됨,됨,되다,Verb
KOR,KOR,KOR,Alpha
한국어,한국어,한국어,Noun
보기,보기,보기,Noun
ENG,ENG,ENG,Alpha
영어,영어,영어,Noun
보기,보기,보기,Noun
JPN,JPN,JPN,Alpha
일본어,일본어,일본어,Noun
보기,보기,보기,Noun
정책,정책,정책,Noun
본문,본문,본문,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
약관,약관,약관,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
관리,관리,관리,Noun
설정,설정,설정,Noun
메뉴,메뉴,메뉴,Noun
적용,적용,적용,Noun
되는,되는,되다,Verb
약관,약관,약관,Noun
정책,정책,정책,Noun
확인,확인,확인,Noun
하실,하실,하다,Verb
수,수,수,Noun
있습니다,있습니다,있다,Adjective
.,.,.,Punctuation
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
관리,관리,관리,Noun
이용,이용,이용,Noun
약관,약관,약관,Noun
위치,위치,위치,Noun
정보,정보,정보,Noun
이용,이용,이용,Noun
약관,약관,약관,Noun
개인정보,개인정보,개인정보,Noun
처리,처리,처리,Noun
방침,방침,방침,Noun
운영,운영,운영,Noun
정책,정책,정책,Noun
청소년,청소년,청소년,Noun
보호,보호,보호,Noun
정책,정책,정책,Noun
권리,권리,권리,Noun
침해,침해,침해,Noun
신고,신고,신고,Noun
안내,안내,안내,Noun
공지,공지,공지,Noun
사항,사항,사항,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
약관,약관,약관,Noun
카카오,카카오,카카오,Noun
통합,통합,통합,Noun
서비스,서비스,서비스,Noun
약관,약관,약관,Noun
다운로드,다운로드,다운로드,Noun
인쇄,인쇄,인쇄,Noun
하기,하기,하다,Verb
kakao,kakao,kakao,Alpha
약관,약관,약관,Noun
다운로드,다운로드,다운로드,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
약관,약관,약관,Noun
PDF,PDF,PDF,Alpha
HWP,HWP,HWP,Alpha
DOC,DOC,DOC,Alpha
카카오,카카오,카카오,Noun
통합,통합,통합,Noun
서비스,서비스,서비스,Noun
약관,약관,약관,Noun
PDF,PDF,PDF,Alpha
HWP,HWP,HWP,Alpha
DOC,DOC,DOC,Alpha
카카오,카카오,카카오,Noun
서비스,서비스,서비스,Noun
약관,약관,약관,Noun
PDF,PDF,PDF,Alpha
HWP,HWP,HWP,Alpha
DOC,DOC,DOC,Alpha
카카오,카카오,카카오,Noun
통합,통합,통합,Noun
약관,약관,약관,Noun
PDF,PDF,PDF,Alpha
HWP,HWP,HWP,Alpha
DOC,DOC,DOC,Alpha
Daum,Daum,Daum,Alpha
서비스,서비스,서비스,Noun
약관,약관,약관,Noun
PDF,PDF,PDF,Alpha
HWP,HWP,HWP,Alpha
DOC,DOC,DOC,Alpha
뷰,뷰,뷰,Noun
다운로드,다운로드,다운로드,Noun
Adobe,Adobe,Adobe,Alpha
reader,reader,reader,Alpha
뷰,뷰,뷰,Noun
HWP,HWP,HWP,Alpha
뷰,뷰,뷰,Noun
닫기,닫기,닫다,Verb
약관,약관,약관,Noun
보기,보기,보기,Noun
카카오,카카오,카카오,Noun
서비스,서비스,서비스,Noun
약관,약관,약관,Noun
카카오,카카오,카카오,Noun
통합,통합,통합,Noun
약관,약관,약관,Noun
1,1,1,Number
장,장,장,Noun
환영,환영,환영,Noun
합니다,합니다,하다,Verb
1,1,1,Number
조,조,조,Noun
목적,목적,목적,Noun
2,2,2,Number
조,조,조,Noun
약관,약관,약관,Noun
효력,효력,효력,Noun
변경,변경,변경,Noun
3,3,3,Number
조,조,조,Noun
약관,약관,약관,Noun
외,외,외,Noun
준칙,준칙,준칙,Noun
4,4,4,Number
조,조,조,Noun
용어,용어,용어,Noun
정의,정의,정의,Noun
2,2,2,Number
장,장,장,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
이용,이용,이용,Noun
계약,계약,계약,Noun
5,5,5,Number
조,조,조,Noun
계약,계약,계약,Noun
성립,성립,성립,Noun
6,6,6,Number
조,조,조,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
이용,이용,이용,Noun
제한,제한,제한,Noun
3,3,3,Number
장,장,장,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
이용,이용,이용,Noun
7,7,7,Number
조,조,조,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
제공,제공,제공,Noun
8,8,8,Number
조,조,조,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
서비스,서비스,서비스,Noun
변경,변경,변경,Noun
종료,종료,종료,Noun
9,9,9,Number
조,조,조,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
관리,관리,관리,Noun
10,10,10,Number
조,조,조,Noun
사업자,사업자,사업자,Noun
단체,단체,단체,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
11,11,11,Number
조,조,조,Noun
디지털,디지털,디지털,Noun
카드,카드,카드,Noun
서비스,서비스,서비스,Noun
4,4,4,Number
장,장,장,Noun
계약,계약,계약,Noun
당사자,당사자,당사자,Noun
의무,의무,의무,Noun
12,12,12,Number
조,조,조,Noun
회원,회원,회원,Noun
의무,의무,의무,Noun
13,13,13,Number
조,조,조,Noun
개인정보,개인정보,개인정보,Noun
보호,보호,보호,Noun
14,14,14,Number
조,조,조,Noun
회원,회원,회원,Noun
대한,대한,대한,Noun
통지,통지,통지,Noun
공지,공지,공지,Noun
5,5,5,Number
장,장,장,Noun
이용,이용,이용,Noun
계약,계약,계약,Noun
해지,해지,해지,Noun
15,15,15,Number
조,조,조,Noun
이용,이용,이용,Noun
계약,계약,계약,Noun
해지,해지,해지,Noun
16,16,16,Number
조,조,조,Noun
손해배상,손해배상,손해배상,Noun
17,17,17,Number
조,조,조,Noun
분쟁,분쟁,분쟁,Noun
해결,해결,해결,Noun
1,1,1,Number
장,장,장,Noun
환영,환영,환영,Noun
합니다,합니다,하다,Verb
1,1,1,Number
조,조,조,Noun
목적,목적,목적,Noun
주식회사,주식회사,주식회사,Noun
카카오,카카오,카카오,Noun
이하,이하,이하,Noun
회사,회사,회사,Noun
제공,제공,제공,Noun
하는,하는,하다,Verb
서비스,서비스,서비스,Noun
이용,이용,이용,Noun
해,해,하다,Verb
주셔서,주셔서,주다,Verb
감사합니다,감사합니다,감사하다,Verb
.,.,.,Punctuation
회사,회사,회사,Noun
는,는,는,Josa
다양한,다양한,다양하다,Adjective
인터넷,인터넷,인터넷,Noun
모바일,모바일,모바일,Noun
서비스,서비스,서비스,Noun
더,더,더,Noun
편리하게,편리하게,편리하다,Adjective
이용,이용,이용,Noun
할,할,하다,Verb
수,수,수,Noun
있도록,있도록,있다,Adjective
회사,회사,회사,Noun
또는,또는,또는,Adverb
관계,관계,관계,Noun
사의,사의,사의,Noun
개별,개별,개별,Noun
서비스,서비스,서비스,Noun
접속,접속,접속,Noun
가능한,가능한,가능하다,Adjective
통합로그인,통합로그인,통합로그인,Noun
계정,계정,계정,Noun
체계,체계,체계,Noun
만들고,만들고,만들다,Verb
적용,적용,적용,Noun
되는,되는,되다,Verb
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
약관,약관,약관,Noun
이하,이하,이하,Noun
본,본,보다,Verb
약관,약관,약관,Noun
마련,마련,마련,Noun
하였습니다,하였습니다,하다,Verb
.,.,.,Punctuation
본,본,보다,Verb
약관,약관,약관,Noun
은,은,은,Josa
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
서비스,서비스,서비스,Noun
이용,이용,이용,Noun
하는,하는,하다,Verb
데,데,데,Noun
필요한,필요한,필요하다,Adjective
권리,권리,권리,Noun
",",",",",",Punctuation
의무,의무,의무,Noun
책임,책임,책임,Noun
사항,사항,사항,Noun
",",",",",",Punctuation
이용,이용,이용,Noun
조건,조건,조건,Noun
절차,절차,절차,Noun
기본,기본,기본,Noun
적,적,적,Suffix
인,인,인,Josa
사항,사항,사항,Noun
규정,규정,규정,Noun
하고,하고,하고,Josa
있으므로,있으므로,있다,Adjective
만,만,만,Josa
내서,내서,내다,Verb
주의,주의,주의,Noun
깊게,깊게,깊다,Adjective
읽어주시기,읽어주시기,읽다,Verb
바랍니다,바랍니다,바라다,Verb
.,.,.,Punctuation
2,2,2,Number
조,조,조,Noun
약관,약관,약관,Noun
효력,효력,효력,Noun
변경,변경,변경,Noun
①,①,①,Foreign
본,본,보다,Verb
약관,약관,약관,Noun
내용,내용,내용,Noun
은,은,은,Josa
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
웹사이트,웹사이트,웹사이트,Noun
또는,또는,또는,Adverb
개별,개별,개별,Noun
서비스,서비스,서비스,Noun
화면,화면,화면,Noun
게시,게시,게시,Noun
거나,거나,거나,Noun
방법,방법,방법,Noun
공지,공지,공지,Noun
하고,하고,하고,Josa
",",",",",",Punctuation
본,본,보다,Verb
약관,약관,약관,Noun
동의,동의,동의,Noun
한,한,한,Josa
효력,효력,효력,Noun
발생,발생,발생,Noun
합니다,합니다,하다,Verb
.,.,.,Punctuation
②,②,②,Foreign
회사,회사,회사,Noun
는,는,는,Josa
필요한,필요한,필요하다,Adjective
경우,경우,경우,Noun
관련,관련,관련,Noun
법령,법령,법령,Noun
위,위,위,Noun
배하,배하,배하,Noun
지,지,지,Josa
않는,않는,않다,Verb
범위,범위,범위,Noun
내,내,내,Noun
본,본,보다,Verb
약관,약관,약관,Noun
변경,변경,변경,Noun
할,할,하다,Verb
수,수,수,Noun
있습니다,있습니다,있다,Adjective
.,.,.,Punctuation
본,본,보다,Verb
약관,약관,약관,Noun
변경,변경,변경,Noun
되는,되는,되다,Verb
경우,경우,경우,Noun
회사,회사,회사,Noun
는,는,는,Josa
변경,변경,변경,Noun
사항,사항,사항,Noun
시행일,시행일,시행일,Noun
15일,15일,15일,Number
전,전,전,Noun
서비스,서비스,서비스,Noun
공,공,공,Modifier
지,지,지,Modifier
사항,사항,사항,Noun
공지,공지,공지,Noun
또는,또는,또는,Adverb
통지,통지,통지,Noun
하는,하는,하다,Verb
원칙,원칙,원칙,Noun
하며,하며,하다,Verb
",",",",",",Punctuation
피치,피치,피치,Noun
못,못,못,VerbPrefix
하게,하게,하다,Verb
불리한,불리한,불리하다,Adjective
내용,내용,내용,Noun
변경,변경,변경,Noun
할,할,하다,Verb
경우,경우,경우,Noun
에는,에는,에는,Josa
시행일,시행일,시행일,Noun
30일,30일,30일,Number
전,전,전,Noun
카카오,카카오,카카오,Noun
계정,계정,계정,Noun
등록,등록,등록,Noun
된,된,되다,Verb
이메일,이메일,이메일,Noun
주소,주소,주소,Noun
이메일,이메일,이메일,Noun
이메일,이메일,이메일,Noun
주소,주소,주소,Noun
없는,없는,없다,Adjective
경우,경우,경우,Noun
서비스,서비스,서비스,Noun
내,내,내,Noun
쪽지,쪽지,쪽지,Noun
발송,발송,발송,Noun
",",",",",",Punctuation
서비스,서비스,서비스,Noun
내,내,내,Noun
알림,알림,알림,Noun
메시지,메시지,메시지,Noun
띄우는,띄우는,띄우다,Verb
별도,별도,별도,Noun
적,적,적,Suffix
수단,수단,수단,Noun
발송,발송,발송,Noun
또는,또는,또는,Adverb
등록,등록,등록,Noun
한,한,한,Josa
휴대폰번호,휴대폰번호,휴대폰번호,Noun
카카오,카카오,카카오,Noun
톡,톡,톡,Noun
메시지,메시지,메시지,Noun
또는,또는,또는,Adverb
문자메시지,문자메시지,문자메시지,Noun
발송,발송,발송,Noun
하는,하는,하다,Verb
방법,방법,방법,Noun
개별,개별,개별,Noun
적,적,적,Suffix
알려,알려,알다,Verb
드리겠습니다,드리겠습니다,드리다,Verb
.,.,.,Punctuation
③,③,③,Foreign
회사,회사,회사,Noun
전,전,전,Modifier
항,항,항,Noun
공지,공지,공지,Noun
또는,또는,또는,Adverb
통지,통지,통지,Noun
공지,공지,공지,Noun
또는,또는,또는,Adverb
통지,통지,통지,Noun
일로,일로,일로,Noun
개정,개정,개정,Noun
약관,약관,약관,Noun
시행일,시행일,시행일,Noun
7일,7일,7일,Number
후,후,후,Noun
거부,거부,거부,Noun
의사,의사,의사,Noun
표시,표시,표시,Noun
하지,하지,하다,Verb
아니하면,아니하면,아니다,Adjective
승인,승인,승인,Noun
한,한,한,Josa
본다는,본다는,보다,Verb
뜻,뜻,뜻,Noun
명확하게,명확하게,명확하다,Adjective
고지,고지,고지,Noun
하였음에도,하였음에도,하다,Verb
의사표시,의사표시,의사표시,Noun
없는,없는,없다,Adjective
경우,경우,경우,Noun
에는,에는,에는,Josa
변경,변경,변경,Noun
된,된,되다,Verb
약관,약관,약관,Noun
승인,승인,승인,Noun
한,한,한,Josa
봅니다,봅니다,보다,Verb
.,.,.,Punctuation
개정,개정,개정,Noun
약관,약관,약관,Noun
동의,동의,동의,Noun
하지,하지,하다,Verb
않을,않을,않다,Verb
경우,경우,경우,Noun
은,은,은,Josa
이용,이용,이용,Noun
계약,계약,계약,Noun
해지,해지,해지,Noun
할,할,하다,Verb
수,수,수,Noun
있습니다,있습니다,있다,Adjective
.,.,.,Punctuation
3,3,3,Number
조,조,조,Noun
