surface,normalized,dictionary,pos
롤,롤,롤,Noun
전적,전적,전적,Noun
검색,검색,검색,Noun
포우,포우,포우,Noun
FOW,FOW,FOW,Alpha
즐겨찾기,즐겨찾기,즐겨찾기,Noun
검색,검색,검색,Noun
기록,기록,기록,Noun
×,×,×,Foreign
챔피언,챔피언,챔피언,Noun
기록,기록,기록,Noun
×,×,×,Foreign
홈,홈,홈,Noun
관전,관전,관전,Noun
하기,하기,하다,Verb
다시,다시,다시,Noun
보기,보기,보기,Noun
챔피언,챔피언,챔피언,Noun
챔피언,챔피언,챔피언,Noun
통계,통계,통계,Noun
랭킹,랭킹,랭킹,Noun
자유,자유,자유,Noun
랭킹,랭킹,랭킹,Noun
장인,장인,장인,Noun
랭킹,랭킹,랭킹,Noun
픽,픽,픽,Noun
순위,순위,순위,Noun
밴,밴,배다,Verb
순위,순위,순위,Noun
멀티,멀티,멀티,Noun
서치,서치,서치,Noun
승률,승률,승률,Noun
순위,순위,순위,Noun
v,v,v,Alpha
14.13,14.13,14.13,Number
탑,탑,탑,Noun
정글,정글,정글,Noun
미드,미드,미드,Noun
원딜,원딜,원딜,Noun
서폿,서폿,서폿,Noun
피리,피리,피리,Noun
54.8%,54.8%,54.8%,Number
2,2,2,Number
▲,▲,▲,Foreign
카시오페아,카시오페아,카시오페아,Noun
54.7%,54.7%,54.7%,Number
0,0,0,Number
쉔,쉔,쉔,Noun
54.1%,54.1%,54.1%,Number
34,34,34,Number
▲,▲,▲,Foreign
신지드,신지드,신지드,Noun
53.8%,53.8%,53.8%,Number
21,21,21,Number
▲,▲,▲,Foreign
클,클,크다,Verb
레드,레드,레드,Noun
53.5%,53.5%,53.5%,Number
2,2,2,Number
▲,▲,▲,Foreign
자크,자크,자크,Noun
53.0%,53.0%,53.0%,Number
2,2,2,Number
▼,▼,▼,Foreign
뽀삐,뽀삐,뽀삐,Noun
53.0%,53.0%,53.0%,Number
2,2,2,Number
▼,▼,▼,Foreign
문도,문도,문도,Noun
박사,박사,박사,Noun
52.9%,52.9%,52.9%,Number
4,4,4,Number
▲,▲,▲,Foreign
퀸,퀸,퀸,Noun
52.8%,52.8%,52.8%,Number
4,4,4,Number
▲,▲,▲,Foreign
워윅,워윅,워윅,Noun
52.6%,52.6%,52.6%,Number
4,4,4,Number
▼,▼,▼,Foreign
번,번,번,Noun
55.5%,55.5%,55.5%,Number
0,0,0,Number
모르가나,모르가나,모르가나,Noun
53.0%,53.0%,53.0%,Number
21,21,21,Number
▲,▲,▲,Foreign
워윅,워윅,워윅,Noun
52.7%,52.7%,52.7%,Number
1,1,1,Number
▼,▼,▼,Foreign
릴리,릴리,릴리,Noun
52.4%,52.4%,52.4%,Number
6,6,6,Number
▲,▲,▲,Foreign
브라,브라,브라,Noun
이어,이어,이다,Verb
52.4%,52.4%,52.4%,Number
11,11,11,Number
▲,▲,▲,Foreign
럼블,럼블,럼블,Noun
52.2%,52.2%,52.2%,Number
2,2,2,Number
▲,▲,▲,Foreign
녹턴,녹턴,녹턴,Noun
51.8%,51.8%,51.8%,Number
4,4,4,Number
▼,▼,▼,Foreign
마오카이,마오카이,마오카이,Noun
51.7%,51.7%,51.7%,Number
41,41,41,Number
▲,▲,▲,Foreign
브랜드,브랜드,브랜드,Noun
51.6%,51.6%,51.6%,Number
0,0,0,Number
자크,자크,자크,Noun
51.5%,51.5%,51.5%,Number
16,16,16,Number
▲,▲,▲,Foreign
세트,세트,세트,Noun
58.1%,58.1%,58.1%,Number
3,3,3,Number
▲,▲,▲,Foreign
클,클,크다,Verb
레드,레드,레드,Noun
54.7%,54.7%,54.7%,Number
1,1,1,Number
▼,▼,▼,Foreign
가렌,가렌,가렌,Noun
54.5%,54.5%,54.5%,Number
5,5,5,Number
▲,▲,▲,Foreign
카시오페아,카시오페아,카시오페아,Noun
54.0%,54.0%,54.0%,Number
13,13,13,Number
▲,▲,▲,Foreign
케넨,케넨,케넨,Noun
53.6%,53.6%,53.6%,Number
5,5,5,Number
▲,▲,▲,Foreign
갈리오,갈리오,갈리오,Noun
53.6%,53.6%,53.6%,Number
19,19,19,Number
▲,▲,▲,Foreign
스웨인,스웨인,스웨인,Noun
53.3%,53.3%,53.3%,Number
21,21,21,Number
▲,▲,▲,Foreign
피리,피리,피리,Noun
53.2%,53.2%,53.2%,Number
6,6,6,Number
▲,▲,▲,Foreign
에코,에코,에코,Noun
53.0%,53.0%,53.0%,Number
25,25,25,Number
▲,▲,▲,Foreign
말파이트,말파이트,말파이트,Noun
52.7%,52.7%,52.7%,Number
71,71,71,Number
▲,▲,▲,Foreign
트위치,트위치,트위치,Noun
53.9%,53.9%,53.9%,Number
10,10,10,Number
▲,▲,▲,Foreign
닐,닐,닐,Noun
라,라,라,Josa
52.8%,52.8%,52.8%,Number
8,8,8,Number
▲,▲,▲,Foreign
스웨인,스웨인,스웨인,Noun
52.7%,52.7%,52.7%,Number
2,2,2,Number
▼,▼,▼,Foreign
코그모,코그모,코그모,Noun
52.4%,52.4%,52.4%,Number
4,4,4,Number
▲,▲,▲,Foreign
미스,미스,미스,Noun
포츈,포츈,포츈,Noun
51.2%,51.2%,51.2%,Number
24,24,24,Number
▲,▲,▲,Foreign
