surface,normalized,dictionary,pos
검색,검색,검색,Noun
원칙,원칙,원칙,Noun
ZUM,ZUM,ZUM,Alpha
본문,본문,본문,Noun
가기,가기,가기,Noun
zum,zum,zum,Alpha
약관,약관,약관,Noun
정책,정책,정책,Noun
이용,이용,이용,Noun
약관,약관,약관,Noun
위치,위치,위치,Noun
기반,기반,기반,Noun
서비스,서비스,서비스,Noun
이용,이용,이용,Noun
약관,약관,약관,Noun
개인,개인,개인,Noun
정보처리,정보처리,정보처리,Noun
방침,방침,방침,Noun
검색,검색,검색,Noun
원칙,원칙,원칙,Noun
청소년,청소년,청소년,Noun
보호,보호,보호,Noun
정책,정책,정책,Noun
책임,책임,책임,Noun
한계,한계,한계,Noun
법적,법적,법적,Noun
고지,고지,고지,Noun
검색,검색,검색,Noun
원칙,원칙,원칙,Noun
시행일,시행일,시행일,Noun
2024.03,2024.03,2024.03,Number
.,.,.,Punctuation
28,28,28,Number
2014.06,2014.06,2014.06,Number
.,.,.,Punctuation
29,29,29,Number
2014.03,2014.03,2014.03,Number
.,.,.,Punctuation
14,14,14,Number
인쇄,인쇄,인쇄,Noun
하기,하기,하다,Verb
주식회사,주식회사,주식회사,Noun
이스트,이스트,이스트,Noun
이드,이드,이드,Noun
이하,이하,이하,Noun
회사,회사,회사,Noun
”,”,”,Foreign
라,라,라,Josa
합니다,합니다,하다,Verb
는,는,늘다,Verb
이용자,이용자,이용자,Noun
검색,검색,검색,Noun
만족도,만족도,만족도,Noun
향상,향상,향상,Noun
위해,위해,위해,Noun
이용자,이용자,이용자,Noun
저작권,저작권,저작권,Noun
자의,자의,자의,Noun
권익,권익,권익,Noun
보호,보호,보호,Noun
",",",",",",Punctuation
개인정보,개인정보,개인정보,Noun
보호,보호,보호,Noun
비롯,비롯,비롯,Noun
한,한,한,Josa
전담,전담,전담,Noun
민원,민원,민원,Noun
처리,처리,처리,Noun
",",",",",",Punctuation
인터넷,인터넷,인터넷,Noun
생태계,생태계,생태계,Noun
활성화,활성화,활성화,Noun
위,위,위,Noun
한,한,한,Josa
상생,상생,상생,Noun
협력,협력,협력,Noun
원칙,원칙,원칙,Noun
통해,통해,통해,Noun
최선,최선,최선,Noun
노력,노력,노력,Noun
검색,검색,검색,Noun
서비스,서비스,서비스,Noun
제공,제공,제공,Noun
하고,하고,하고,Josa
있습니다,있습니다,있다,Adjective
.,.,.,Punctuation
1,1,1,Number
.,.,.,Punctuation
공정한,공정한,공정하다,Adjective
검색,검색,검색,Noun
결과,결과,결과,Noun
2,2,2,Number
.,.,.,Punctuation
광고,광고,광고,Noun
구분,구분,구분,Noun
3,3,3,Number
.,.,.,Punctuation
이용자,이용자,이용자,Noun
개인정보,개인정보,개인정보,Noun
보호,보호,보호,Noun
4,4,4,Number
.,.,.,Punctuation
원본,원본,원본,Noun
콘텐츠,콘텐츠,콘텐츠,Noun
노출,노출,노출,Noun
보호,보호,보호,Noun
5,5,5,Number
.,.,.,Punctuation
스팸,스팸,스팸,Noun
문서,문서,문서,Noun
",",",",",",Punctuation
악성,악성,악성,Noun
코드,코드,코드,Noun
",",",",",",Punctuation
성,성,성,Modifier
인물,인물,인물,Noun
",",",",",",Punctuation
어뷰즈,어뷰즈,어뷰즈,Noun
행위,행위,행위,Noun
대응,대응,대응,Noun
6,6,6,Number
.,.,.,Punctuation
인터넷,인터넷,인터넷,Noun
생태계,생태계,생태계,Noun
활성화,활성화,활성화,Noun
7,7,7,Number
.,.,.,Punctuation
사회,사회,사회,Noun
공헌,공헌,공헌,Noun
8,8,8,Number
.,.,.,Punctuation
정책,정책,정책,Noun
자문,자문,자문,Noun
기구,기구,기구,Noun
참여,참여,참여,Noun
9,9,9,Number
.,.,.,Punctuation
전담,전담,전담,Noun
민원,민원,민원,Noun
처리,처리,처리,Noun
1,1,1,Number
.,.,.,Punctuation
공정한,공정한,공정하다,Adjective
검색,검색,검색,Noun
결과,결과,결과,Noun
회사,회사,회사,Noun
는,는,는,Josa
전체,전체,전체,Noun
웹,웹,웹,Noun
이용자,이용자,이용자,Noun
원하는,원하는,원하다,Adjective
검색어,검색어,검색어,Noun
가장,가장,가장,Noun
적합한,적합한,적합하다,Adjective
정보,정보,정보,Noun
순서,순서,순서,Noun
하여,하여,하다,Verb
검색,검색,검색,Noun
결과,결과,결과,Noun
보여줍니다,보여줍니다,보여주다,Verb
.,.,.,Punctuation
자사,자사,자사,Noun
서비스,서비스,서비스,Noun
콘텐츠,콘텐츠,콘텐츠,Noun
적,적,적,Suffix
검색,검색,검색,Noun
하지,하지,하다,Verb
않고,않고,않다,Verb
",",",",",",Punctuation
웹,웹,웹,Noun
상의,상의,상의,Noun
고른,고른,고르다,Verb
정보,정보,정보,Noun
검색,검색,검색,Noun
대상,대상,대상,Noun
검색어,검색어,검색어,Noun
문서,문서,문서,Noun
간의,간의,간의,Noun
관련성,관련성,관련성,Noun
",",",",",",Punctuation
포괄,포괄,포괄,Noun
성,성,성,Suffix
문서,문서,문서,Noun
최신,최신,최신,Noun
성,성,성,Suffix
다양하고,다양하고,다양하다,Adjective
공정한,공정한,공정하다,Adjective
검색,검색,검색,Noun
알고리즘,알고리즘,알고리즘,Noun
순서,순서,순서,Noun
검색,검색,검색,Noun
결과,결과,결과,Noun
노출합니다,노출합니다,노출하다,Adjective
.,.,.,Punctuation
사업자,사업자,사업자,Noun
서비스,서비스,서비스,Noun
부당한,부당한,부당하다,Adjective
차별,차별,차별,Noun
받지,받지,받다,Verb
않으며,않으며,않다,Verb
이용자,이용자,이용자,Noun
는,는,는,Josa
공정하게,공정하게,공정하다,Adjective
다양한,다양한,다양하다,Adjective
검색,검색,검색,Noun
결과,결과,결과,Noun
제공,제공,제공,Noun
받을,받을,받다,Verb
수,수,수,Noun
있습니다,있습니다,있다,Adjective
.,.,.,Punctuation
1,1,1,Number
검색,검색,검색,Noun
순위,순위,순위,Noun
결정,결정,결정,Noun
원칙,원칙,원칙,Noun
a,a,a,Alpha
검색어,검색어,검색어,Noun
검색,검색,검색,Noun
결과,결과,결과,Noun
문서,문서,문서,Noun
내용,내용,내용,Noun
따른,따른,따르다,Verb
다양한,다양한,다양하다,Adjective
컬렉션,컬렉션,컬렉션,Noun
랭킹,랭킹,랭킹,Noun
제공,제공,제공,Noun
회사,회사,회사,Noun
는,는,는,Josa
이용자,이용자,이용자,Noun
입력,입력,입력,Noun
한,한,한,Josa
검색어,검색어,검색어,Noun
다양한,다양한,다양하다,Adjective
검색,검색,검색,Noun
결과,결과,결과,Noun
랭킹,랭킹,랭킹,Noun
공식,공식,공식,Noun
사용,사용,사용,Noun
하여,하여,하다,Verb
노출하고,노출하고,노출하다,Adjective
있습니다,있습니다,있다,Adjective
.,.,.,Punctuation
자사,자사,자사,Noun
제공,제공,제공,Noun
하는,하는,하다,Verb
뉴스,뉴스,뉴스,Noun
",",",",",",Punctuation
블로그,블로그,블로그,Noun
",",",",",",Punctuation
이미지,이미지,이미지,Noun
",",",",",",Punctuation
지식,지식,지식,Noun
",",",",",",Punctuation
동영상,동영상,동영상,Noun
",",",",",",Punctuation
사이트,사이트,사이트,Noun
",",",",",",Punctuation
사전,사전,사전,Noun
다양한,다양한,다양하다,Adjective
검색,검색,검색,Noun
컬렉션,컬렉션,컬렉션,Noun
노출,노출,노출,Noun
순서,순서,순서,Noun
고정,고정,고정,Noun
되어,되어,되어다,Verb
있지,있지,있다,Adjective
않습니다,않습니다,않다,Verb
.,.,.,Punctuation
이용자,이용자,이용자,Noun
검색어,검색어,검색어,Noun
입력,입력,입력,Noun
한,한,한,Josa
시점,시점,시점,Noun
",",",",",",Punctuation
입력,입력,입력,Noun
한,한,한,Josa
검색어,검색어,검색어,Noun
다양한,다양한,다양하다,Adjective
속성,속성,속성,Noun
노출,노출,노출,Noun
되는,되는,되다,Verb
다양한,다양한,다양하다,Adjective
검색,검색,검색,Noun
결과,결과,결과,Noun
내,내,내,Noun
문서,문서,문서,Noun
내용,내용,내용,Noun
다각도로,다각도로,다각도로,Adverb
분석,분석,분석,Noun
하는,하는,하다,Verb
알고리듬,알고리듬,알고리듬,Noun
통해,통해,통해,Noun
검색,검색,검색,Noun
컬렉션,컬렉션,컬렉션,Noun
순서,순서,순서,Noun
변경,변경,변경,Noun
하여,하여,하다,Verb
이용자,이용자,이용자,Noun
많이,많이,많이,Adverb
찾는,찾는,찾다,Verb
검색,검색,검색,Noun
컬렉션,컬렉션,컬렉션,Noun
검색,검색,검색,Noun
결과,결과,결과,Noun
상단,상단,상단,Noun
노출,노출,노출,Noun
되도록,되도록,되다,Verb
합니다,합니다,하다,Verb
.,.,.,Punctuation
이를,이를,이르다,Verb
통해,통해,통해,Noun
이용자,이용자,이용자,Noun
원하는,원하는,원하다,Adjective
검색,검색,검색,Noun
결과,결과,결과,Noun
내,내,내,Noun
문서,문서,문서,Noun
보다,보다,보다,Verb
빠르고,빠르고,빠르다,Adjective
간편하게,간편하게,간편하다,Adjective
찾을,찾을,찾다,Verb
수,수,수,Noun
있도록,있도록,있다,Adjective
편익,편익,편익,Noun
향상,향상,향상,Noun
노력,노력,노력,Noun
중,중,중,Noun
입니다,입니다,이다,Adjective
.,.,.,Punctuation
들어,들어,들다,Verb
",",",",",",Punctuation
김연아,김연아,김연아,Noun
동영상,동영상,동영상,Noun
”,”,”,Foreign
검색어,검색어,검색어,Noun
경우,경우,경우,Noun
해당,해당,해당,Noun
검색어,검색어,검색어,Noun
특성,특성,특성,Noun
입력,입력,입력,Noun
시점,시점,시점,Noun
고려,고려,고려,Noun
하여,하여,하다,Verb
동영상,동영상,동영상,Noun
컬렉션,컬렉션,컬렉션,Noun
노출,노출,노출,Noun
되고,되고,되다,Verb
",",",",",",Punctuation
클래식,클래식,클래식,Noun
음악,음악,음악,Noun
”,”,”,Foreign
검색어,검색어,검색어,Noun
에서는,에서는,에서는,Josa
해당,해당,해당,Noun
검색어,검색어,검색어,Noun
특징,특징,특징,Noun
입력,입력,입력,Noun
시점,시점,시점,Noun
분석,분석,분석,Noun
하여,하여,하다,Verb
뮤직,뮤직,뮤직,Noun
컬렉션,컬렉션,컬렉션,Noun
검색,검색,검색,Noun
결과,결과,결과,Noun
상단,상단,상단,Noun
노출,노출,노출,Noun
됩니다,됩니다,되다,Verb
.,.,.,Punctuation
b,b,b,Alpha
이용자,이용자,이용자,Noun
검색,검색,검색,Noun
패턴,패턴,패턴,Noun
반영,반영,반영,Noun
한,한,한,Josa
랭킹,랭킹,랭킹,Noun
공식,공식,공식,Noun
도입,도입,도입,Noun
회사,회사,회사,Noun
는,는,는,Josa
이용자,이용자,이용자,Noun
다양한,다양한,다양하다,Adjective
검색,검색,검색,Noun
서비스,서비스,서비스,Noun
이용,이용,이용,Noun
하는,하는,하다,Verb
패턴,패턴,패턴,Noun
활용,활용,활용,Noun
하고,하고,하고,Josa
있습니다,있습니다,있다,Adjective
.,.,.,Punctuation
검색,검색,검색,Noun
결과,결과,결과,Noun
대한,대한,대한,Noun
클릭,클릭,클릭,Noun
패턴,패턴,패턴,Noun
",",",",",",Punctuation
재,재,재,Noun
검색,검색,검색,Noun
패턴,패턴,패턴,Noun
다양하게,다양하게,다양하다,Adjective
분석,분석,분석,Noun
하여,하여,하다,Verb
이용자,이용자,이용자,Noun
원하는,원하는,원하다,Adjective
결과,결과,결과,Noun
노출,노출,노출,Noun
될,될,되다,Verb
수,수,수,Noun
있도록,있도록,있다,Adjective
검색,검색,검색,Noun
결과,결과,결과,Noun
품질,품질,품질,Noun
향상,향상,향상,Noun
중,중,중,Noun
입니다,입니다,이다,Adjective
.,.,.,Punctuation
c,c,c,Alpha
사업자,사업자,사업자,Noun
서비스,서비스,서비스,Noun
부당한,부당한,부당하다,Adjective
차별,차별,차별,Noun
금지,금지,금지,Noun
회사,회사,회사,Noun
는,는,는,Josa
이용자,이용자,이용자,Noun
검색,검색,검색,Noun
결과,결과,결과,Noun
공함,공함,공함,Noun
있어,있어,있다,Adjective
",",",",",",Punctuation
자사,자사,자사,Noun
서비스,서비스,서비스,Noun
외,외,외,Noun
사업자,사업자,사업자,Noun
서비스,서비스,서비스,Noun
부당하게,부당하게,부당하다,Adjective
차별,차별,차별,Noun
하지,하지,하다,Verb
않고,않고,않다,Verb
공정한,공정한,공정하다,Adjective
알고리듬,알고리듬,알고리듬,Noun
노출합니다,노출합니다,노출하다,Adjective
.,.,.,Punctuation
사업자,사업자,사업자,Noun
서비스,서비스,서비스,Noun
자사,자사,자사,Noun
서비스,서비스,서비스,Noun
보다,보다,보다,Josa
검색,검색,검색,Noun
알고리듬,알고리듬,알고리듬,Noun
검색어,검색어,검색어,Noun
더,더,더,Noun
적합하다고,적합하다고,적합하다,Adjective
판단,판단,판단,Noun
되면,되면,되다,Verb
노출하고,노출하고,노출하다,Adjective
